canonical_name,aliases,sector,entity_type,inclusion_reasons,profile_summary,total_donations_gel,first_donation_date,last_donation_date,donation_count,donation_details,beneficial_owner,beneficial_owner_english,ownership_chain,registry_id,registry_official_name,registry_status,registry_address,has_allegations,allegation_count,allegation_types,allegation_details,allegation_sources,state_procurement_gel,state_contracts_count,state_benefit_details,website,sanctions,nazk_war_sponsor,registry_verified,sources
Kakhuri,KAKHURI; ᲙᲐᲮᲣᲠᲘ,Agriculture & Wine,Company,DONOR,Kakhuri is a agriculture & wine company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Davit Bokuchava. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2017-10-02,2017-10-02,1,"2017-10-02: 5,000 GEL",Davit Bokuchava (დავით ბოკუჩავა),Davit Bokuchava,,ge-coreg-11540c0c3aec1795ee2eee9c0b20da149286810b_2,შპს კახური მარანი,რეგისტრირებულია,"საქართველო, თბილისი, ვაკე-საბურთალოს რაიონი, ბახტრიონის ქ., №26, ბ. 21",No,0,,,,,,,,,,Yes,DONATIONWATCH
Besini,BESINI; ᲑᲔᲡᲘᲜᲘ,Agriculture & Wine,Company,DONOR,"Besini is a agriculture & wine company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Regina Gvalia, Israeli. No documented allegations of misconduct; included for transparency in political finance mapping.",5000.0,2017-10-03,2017-10-03,1,"2017-10-03: 5,000 GEL","Regina Gvalia, Israeli (რეგინა გვალია, ისრაელი)","Regina Gvalia, Israeli",,ge-coreg-18809011ae75f372057c84a0ca064900a63a26d0,შპს ბესინი,რეგისტრირებულია,"საქართველო, თბილისი, ძველი თბილისის რაიონი, ხორავას ქ., N2",No,0,,,,,,,,,,Yes,DONATIONWATCH
Alpuri Javakheti,ALPURI JAVAKHETI; ᲐᲚᲞᲣᲠᲘ ᲯᲐᲕᲐᲮᲔᲗᲘ,Agriculture & Wine,Company,DONOR,Alpuri Javakheti is a agriculture & wine company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2021-08-10,2021-08-10,1,"2021-08-10: 5,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_82,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Ambrolauri Gz-7,AMBROLAURI GZ7; ᲐᲛᲑᲠᲝᲚᲐᲣᲠᲘ ᲒᲖ7,Construction,Company,DONOR,Ambrolauri Gz-7 is a construction company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2021-08-20,2021-08-20,1,"2021-08-20: 5,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_83,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
"Expertise, Construction, Design",EXPERTISE CONSTRUCTION DESIGN; EKSPERTIZA MSHENEBLOBA DIZAINI; ᲔᲥᲡᲞᲔᲠᲢᲘᲖᲐ ᲛᲨᲔᲜᲔᲑᲚᲝᲑᲐ ᲓᲘᲖᲐᲘᲜᲘ,Construction,Company,DONOR,"Expertise, Construction, Design is a construction company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.",5000.0,2021-08-20,2021-08-20,1,"2021-08-20: 5,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_84,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Poladi 2020,POLADI 2020; ᲤᲝᲚᲐᲓᲘ 2020,Construction,Company,DONOR,Poladi 2020 is a construction company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Tornike Robakidze. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2021-08-20,2021-08-20,1,"2021-08-20: 5,000 GEL",Tornike Robakidze (თორნიკე რობაქიძე),Tornike Robakidze,,ge-coreg-0848b7a09d7f3cb6e252effc1ae9b828861f82bd,შპს 2020,რეგისტრირებულია,"საქართველო, თბილისი, სამგორის რაიონი, ვარკეთილის დასახლება, IV მიკრო/რაიონი, II რიგი, კორპუსი 7, ბინა 60",No,0,,,,,,,,,,Yes,DONATIONWATCH
Nada,NADA; ᲜᲐᲓᲐ,Trading & Distribution,Company,DONOR,Nada is a trading & distribution company that donated 5K GEL to Georgian Dream to date. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2021-08-23,2021-08-23,1,"2021-08-23: 5,000 GEL",,,,,,,,No,0,,,,,,,,,,Yes,DONATIONWATCH; GE_COMPANY_REGISTRY
Ferro Elois Production,FERRO ELOIS PRODUCTION; PERO ELOIS PRODAKSHENI; ᲤᲔᲠᲝ ᲔᲚᲝᲘᲡ ᲤᲠᲝᲓᲐᲥᲨᲔᲜᲘ,Energy & Mining,Company,DONOR,Ferro Elois Production is a energy & mining company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2021-08-25,2021-08-25,1,"2021-08-25: 5,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_85,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Agrotechnoplus,AGROTECHNOPLUS; AGROTEKNOPLIUSI; ᲐᲒᲠᲝᲢᲔᲥᲜᲝᲞᲚᲘᲣᲡᲘ,Agriculture & Wine,Company,DONOR,Agrotechnoplus is a agriculture & wine company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2021-08-25,2021-08-25,1,"2021-08-25: 5,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_86,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Dughabi,DUGHABI; ᲓᲣᲦᲐᲑᲘ,Agriculture & Wine,Company,DONOR,Dughabi is a agriculture & wine company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2021-08-25,2021-08-25,1,"2021-08-25: 5,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_87,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Mar-mot,MARMOT,Agriculture & Wine,Company,DONOR,Mar-mot is a agriculture & wine company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2021-08-26,2021-08-26,1,"2021-08-26: 5,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_88,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Dani Group,DANI GROUP; DANI JGUPI; ᲓᲐᲜᲘ ᲯᲒᲣᲤᲘ,Construction,Company,DONOR,Dani Group is a construction company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Zauri Okrojanashvili. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2021-09-01,2021-09-01,1,"2021-09-01: 5,000 GEL",Zauri Okrojanashvili (ზაური ოქროჯანაშვილი),Zauri Okrojanashvili,,ge-coreg-00139c2dce19e10ce95f9b0bf9f528a8c0e15c26_2,შპს ANI,რეგისტრირებულია,"საქართველო, ქ. თბილისის, ისანი-სამგორის რაიონში, მოსკოვის გამზ., V კვ., კორ. 1, ბ. 25",No,0,,,,,,,,,,Yes,DONATIONWATCH
Rezervuari,REZERVUARI; ᲠᲔᲖᲔᲠᲕᲣᲐᲠᲘ,Construction,Company,DONOR,Rezervuari is a construction company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2021-09-07,2021-09-07,1,"2021-09-07: 5,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_89,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Skhivi,SKHIVI; ᲡᲮᲘᲕᲘ,Construction,Company,DONOR,Skhivi is a construction company that donated 5K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,5000.0,2021-09-08,2021-09-08,1,"2021-09-08: 5,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_90,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
New Building,NEW BUILDING; NIU BILDINGI; ᲜᲘᲣ ᲑᲘᲚᲓᲘᲜᲒᲘ,Construction,Company,DONOR,New Building is a construction company that donated 4K GEL to Georgian Dream to date. The beneficial owner is Zurab Kedelidze. No documented allegations of misconduct; included for transparency in political finance mapping.,4000.0,2021-08-20,2021-08-20,1,"2021-08-20: 4,000 GEL",Zurab Kedelidze (ზურაბ ქედელიძე),Zurab Kedelidze,,ge-coreg-bdfc636e341fae8e4cebb9d9fb3531b72b3a6666,შპს NEW BUILDING,რეგისტრირებულია,"საქართველო, ბათუმი, ქუჩა ტაბიძე, N 7, ბN73",No,0,,,,,,,,,,Yes,DONATIONWATCH
Marniskari,MARNISKARI; ᲛᲐᲠᲜᲘᲡᲙᲐᲠᲘ,Agriculture & Wine,Company,DONOR,Marniskari is a agriculture & wine company that donated 4K GEL to Georgian Dream to date. The beneficial owner is Vazha Tsigroshvili. No documented allegations of misconduct; included for transparency in political finance mapping.,3500.0,2014-06-12,2014-06-12,1,"2014-06-12: 3,500 GEL",Vazha Tsigroshvili (ვაჟა ციგროშვილი),Vazha Tsigroshvili,,ge-coreg-65497cc24af33245dd6d43bf470b44d2ad9d6266,შპს მარნისკარი,რეგისტრირებულია,"საქართველო, თბილისი, საბურთალოს რაიონი, აფაქიძის ქ., N 11, ბინა N125",No,0,,,,,,,,,,Yes,DONATIONWATCH
Gold and Bro,GOLD AND BRO; GOLD END BRO; ᲒᲝᲚᲓ ᲔᲜᲓ ᲑᲠᲝ,Trading & Distribution,Company,DONOR,Gold and Bro is a trading & distribution company that donated 4K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,3500.0,2021-08-30,2021-08-30,1,"2021-08-30: 3,500 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_91,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Tsiskvili,TSISKVILI; ᲬᲘᲡᲥᲕᲘᲚᲘ,Trading & Distribution,Company,DONOR,Tsiskvili is a trading & distribution company that donated 3K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,3000.0,2014-06-13,2014-06-13,1,"2014-06-13: 3,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_92,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Samvel,SAMVEL; ᲡᲐᲛᲕᲔᲚ,Trading & Distribution,Company,DONOR,Samvel is a trading & distribution company that donated 3K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,3000.0,2021-08-13,2021-08-13,1,"2021-08-13: 3,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_93,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Shaka,SHAKA; ᲨᲐᲙᲐ,Trading & Distribution,Company,DONOR,Shaka is a trading & distribution company that donated 3K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,3000.0,2021-08-23,2021-08-23,1,"2021-08-23: 3,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_94,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Skhivi 2006+,SKHIVI 2006; ᲡᲮᲘᲕᲘ 2006,Construction,Company,DONOR,Skhivi 2006+ is a construction company that donated 3K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,3000.0,2021-08-31,2021-08-31,1,"2021-08-31: 3,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_95,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Beta,BETA; ᲑᲔᲢᲐ,Trading & Distribution,Company,DONOR,Beta is a trading & distribution company that donated 3K GEL to Georgian Dream to date. The beneficial owner is Togo Kariauli. No documented allegations of misconduct; included for transparency in political finance mapping.,3000.0,2021-09-15,2021-09-15,1,"2021-09-15: 3,000 GEL",Togo Kariauli (ტოგო კარიაული),Togo Kariauli,,ge-coreg-7579d143347b0141f29b7bf102ab640ac9aff86c,შპს BETA,აქტიური,"საქართველო, ძველი თბილისის რაიონში, ლესია უკრაინკას ქ. №3",No,0,,,,,,,,,,Yes,DONATIONWATCH
Va-To,VATO; ᲕᲐᲗᲝ,Trading & Distribution,Company,DONOR,Va-To is a trading & distribution company that donated 3K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,3000.0,2021-09-21,2021-09-21,1,"2021-09-21: 3,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_96,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Export Livestock,EXPORT LIVESTOCK; EKSPORT LIVESTOSKI; ᲔᲥᲡᲞᲝᲠᲢ ᲚᲘᲕᲔᲡᲗᲝᲡᲙᲘ,Agriculture & Wine,Company,DONOR,Export Livestock is a agriculture & wine company that donated 3K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,3000.0,2021-09-22,2021-09-22,1,"2021-09-22: 3,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_97,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Leader-Food,LEADERFOOD; LIDERPUDI; ᲚᲘᲓᲔᲠᲤᲣᲓᲘ,Food & Beverage,Company,DONOR,Leader-Food is a food & beverage company that donated 3K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,2600.0,2020-08-26,2020-08-26,1,"2020-08-26: 2,600 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_98,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Tavadi-I,TAVADII; ᲗᲐᲕᲐᲓᲘI,Trading & Distribution,Company,DONOR,Tavadi-I is a trading & distribution company that donated 2K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,2500.0,2021-08-18,2021-08-18,1,"2021-08-18: 2,500 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_99,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Idealti,IDEALTI; ᲘᲓᲔᲐᲚᲗᲘ,Legal & Professional Services,Company,"SERVICE_PROVIDER, DONOR",Idealti provides professional services to the Georgian Dream government or Ivanishvili's business interests. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,2000.0,2021-08-19,2021-08-19,1,"2021-08-19: 2,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_100,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Builder XXI,BUILDER XXI; MSHENEBELI XXI; ᲛᲨᲔᲜᲔᲑᲔᲚᲘ XXI,Construction,Company,DONOR,Builder XXI is a construction company that donated 2K GEL to Georgian Dream to date. The beneficial owner is Mariam Danelia. No documented allegations of misconduct; included for transparency in political finance mapping.,2000.0,2021-08-23,2021-08-23,1,"2021-08-23: 2,000 GEL",Mariam Danelia (მარიამ დანელია),Mariam Danelia,,ge-coreg-0074418fad350b3b5cc8ccad8f9d33db041293cd_2,შპს ბილდერი 2023,რეგისტრირებულია,"საქართველო, თბილისი, სამგორის რაიონი, მოსკოვის გამზ., N35, ბინა N9",No,0,,,,,,,,,,Yes,DONATIONWATCH
Georgian Plastic,GEORGIAN PLASTIC; JORJIAN PLASTIK; ᲯᲝᲠᲯᲘᲐᲜ ᲞᲚᲐᲡᲢᲘᲙ,Energy & Mining,Company,DONOR,Georgian Plastic is a energy & mining company that donated 2K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,2000.0,2021-09-15,2021-09-15,1,"2021-09-15: 2,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_101,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Tesheniti,TESHENITI; ᲢᲔᲨᲔᲜᲘᲢᲘ,Energy & Mining,Company,DONOR,Tesheniti is a energy & mining company that donated 2K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,2000.0,2021-09-17,2021-09-17,1,"2021-09-17: 2,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_102,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Crystal-5,CRYSTAL5; KRISTALI5; ᲙᲠᲘᲡᲢᲐᲚᲘ5,Energy & Mining,Company,DONOR,Crystal-5 is a energy & mining company that donated 2K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1500.0,2021-08-20,2021-08-20,1,"2021-08-20: 1,500 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_103,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
French Bread,FRENCH BREAD; PRANGULI PURI; ᲤᲠᲐᲜᲒᲣᲚᲘ ᲞᲣᲠᲘ,Food & Beverage,Company,DONOR,French Bread is a food & beverage company that donated 2K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1500.0,2021-08-23,2021-08-23,1,"2021-08-23: 1,500 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_104,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Sargebeli,SARGEBELI; ᲡᲐᲠᲒᲔᲑᲔᲚᲘ,Trading & Distribution,Company,DONOR,Sargebeli is a trading & distribution company that donated 2K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1500.0,2021-08-30,2021-08-30,1,"2021-08-30: 1,500 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_105,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Zimukela,ZIMUKELA; ᲖᲘᲛᲣᲙᲔᲚᲐ,Trading & Distribution,Company,DONOR,Zimukela is a trading & distribution company that donated 2K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1500.0,2021-09-14,2021-09-14,1,"2021-09-14: 1,500 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_106,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Tekagroservice,TEKAGROSERVICE; TEKAGROSERVISI; ᲢᲔᲥᲐᲒᲠᲝᲡᲔᲠᲕᲘᲡᲘ,Agriculture & Wine,Company,DONOR,Tekagroservice is a agriculture & wine company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2014-06-13,2014-06-13,1,"2014-06-13: 1,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_107,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
